manzanac,ed0,ed1,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30,ed1,pred_dec,pred,dif
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0.029994334,0,0
7.60E+21,2,1,2,0,0,2,0,1,0,1,0,2,1,2,1,4,0,1,0,0,1,0,0,1,1,2,2,1,2,2,0,1,0.920180711,1,0
7.60E+21,2,0,0,0,3,1,1,0,2,0,0,1,0,0,0,2,1,2,0,2,1,2,0,0,2,0,1,0,2,2,1,0,0.299707718,0,0
7.60E+21,2,1,0,0,1,2,0,1,1,1,0,2,2,1,1,1,1,2,1,0,0,2,0,2,2,3,1,2,0,0,1,1,0.681714424,1,0
7.60E+21,0,0,1,3,0,2,1,1,2,0,1,0,1,1,2,1,0,3,1,0,3,1,1,0,3,1,0,2,1,1,4,0,0.357366545,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,3,0,1,2,0,0,0.142282499,0,0
7.60E+21,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0.237605289,0,0
7.60E+21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.100250652,0,0
7.60E+21,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2,0,1,1,1,2,0,0,0.275991616,0,0
7.60E+21,0,0,0,1,0,2,1,0,0,0,2,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,2,1,3,0,0.120089036,0,0
7.60E+21,6,7,9,8,7,7,8,12,5,10,7,7,4,7,9,5,6,6,10,12,6,7,7,5,12,16,12,12,14,18,21,7,7.051428571,7,0
7.60E+21,3,8,10,5,14,4,12,14,6,10,14,8,10,11,7,7,13,7,3,8,5,9,5,9,5,8,8,4,7,6,4,8,7.744285714,8,0
7.60E+21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.013592197,0,0
7.60E+21,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,1,0,0,0,1,0,3,1,3,0,1,0.488124369,0,1
7.60E+21,0,0,1,0,1,1,3,0,1,0,2,0,1,1,2,4,2,0,1,0,2,4,2,1,2,1,1,1,1,0,2,0,0.336993042,0,0
7.60E+21,2,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,4,3,1,2,0,1,1,1,2,0,0.439424714,0,0
7.60E+21,0,3,1,0,0,1,2,1,1,0,1,3,0,0,0,0,0,1,3,2,2,1,0,0,1,0,1,1,1,1,1,3,0.735132111,1,2
7.60E+21,0,0,0,1,1,2,3,1,1,1,1,1,1,1,0,0,3,1,0,1,0,1,3,2,0,0,4,2,0,1,5,0,0.372747605,0,0
7.60E+21,1,2,1,0,1,2,0,0,0,1,0,2,0,0,1,2,1,2,1,4,2,4,0,4,1,3,1,3,2,1,2,2,0.708029617,1,1
7.60E+21,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,2,1,1,4,2,0,3,0,0.18355863,0,0
7.60E+21,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,0,0,1,1,0.618364193,1,0
7.60E+21,1,0,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,2,2,1,2,2,0,0.127324097,0,0
7.60E+21,0,1,1,0,0,2,0,0,0,0,0,1,2,2,2,0,0,2,0,0,0,2,1,0,1,2,0,1,3,1,1,1,0.814954736,1,0
7.60E+21,0,1,0,1,1,3,1,1,3,1,0,0,2,3,1,0,2,0,2,2,2,4,3,2,0,4,2,0,0,2,1,1,0.955612245,1,0
7.60E+21,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0.091045639,0,0
7.60E+21,0,1,1,1,0,0,1,1,0,2,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.744561991,1,0
7.60E+21,3,1,8,1,4,2,3,4,2,1,1,4,2,1,3,4,2,4,0,4,3,2,2,6,2,4,10,3,4,8,8,1,2.958452381,3,-2
7.60E+21,0,4,2,0,0,1,3,0,0,0,2,1,2,1,1,3,0,2,2,3,2,2,2,2,3,1,3,3,0,3,2,4,0.806630277,1,3
7.60E+21,0,0,0,0,0,0,0,0,2,2,0,1,0,2,2,2,1,4,0,2,2,3,1,3,1,1,1,2,2,1,2,0,0.258108215,0,0
7.60E+21,2,2,1,1,1,0,0,1,0,0,1,0,1,2,0,3,1,0,1,0,2,0,1,2,1,2,1,3,3,0,1,2,1.45038141,1,1
7.60E+21,0,0,1,1,0,1,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,3,0,0,2,0,0,0,0.170854053,0,0
7.60E+21,1,1,3,2,1,2,0,0,0,3,0,0,0,1,1,0,0,3,3,0,1,0,1,2,0,3,1,3,2,0,2,1,0.926214286,1,0
7.60E+21,1,2,3,3,1,2,4,3,4,4,6,3,2,5,0,1,4,3,7,2,7,7,2,10,5,7,7,7,5,4,7,2,2.702857143,3,-1
7.60E+21,1,0,2,0,0,0,2,2,0,3,1,0,0,0,0,0,0,2,1,0,2,0,1,1,2,1,0,2,2,1,3,0,0.304756934,0,0
7.60E+21,0,1,1,0,0,0,0,2,2,0,1,0,2,1,0,0,0,0,0,0,3,1,0,2,0,2,2,1,2,1,1,1,0.628643432,1,0
7.60E+21,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,3,0,2,0,0,2,1,2,3,3,1,1,0,0.158060968,0,0
7.60E+21,1,0,0,1,1,0,1,1,0,0,0,2,2,1,2,1,1,0,2,0,3,1,0,3,3,3,0,0,1,1,1,0,0.630576484,1,-1
7.60E+21,0,2,0,0,0,0,0,2,3,1,0,2,1,3,2,1,0,0,0,3,0,2,1,2,2,3,0,1,1,2,1,2,1.500261756,2,0
7.60E+21,0,1,1,0,1,0,0,0,3,2,2,2,1,1,0,1,3,2,2,2,1,1,2,1,3,3,4,5,4,5,4,1,1.057606955,1,0
7.60E+21,0,0,0,0,1,1,0,0,0,0,2,1,2,0,2,0,0,0,1,3,0,1,1,0,1,0,1,1,1,0,1,0,0.224324448,0,0
7.60E+21,22,11,9,16,10,12,13,13,19,21,20,28,20,16,20,13,26,32,23,26,30,24,24,30,32,25,30,20,33,28,31,11,10.56428571,11,0
7.60E+21,0,1,1,0,2,2,0,1,1,0,1,0,0,2,0,1,4,3,1,2,1,2,1,3,1,1,1,5,2,5,3,1,0.948695652,1,0
7.60E+21,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.68543803,1,0
7.60E+21,4,1,5,2,4,2,2,4,6,2,7,2,0,3,6,2,3,7,4,4,7,6,1,4,5,5,3,1,3,3,3,1,1.682857143,2,-1
7.60E+21,0,1,0,2,1,1,2,2,2,1,1,0,1,3,1,1,2,0,0,0,0,3,4,0,1,2,0,4,2,2,1,1,0.974852447,1,0
7.60E+21,1,0,2,0,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,2,1,2,1,0,0.255660625,0,0
7.60E+21,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,0,2,0,1,1,0,2,0,0,0,0,1,1,2,1,0,0.483040093,0,0
7.60E+21,1,0,0,2,1,0,1,0,1,0,2,2,0,0,0,0,1,3,0,0,1,3,3,2,2,3,3,5,4,1,4,0,0.408420349,0,0
7.60E+21,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,1,0,1,0,0,1,1,0,0,0,1,1,3,0,0.205567555,0,0
7.60E+21,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0,1,0.657400436,1,0
7.60E+21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0.095744276,0,0
7.60E+21,0,2,1,2,1,2,1,0,1,1,2,0,1,3,2,1,1,1,0,0,2,2,4,1,3,3,1,0,1,0,2,2,1.507375696,2,0
7.60E+21,2,0,1,0,1,0,0,0,2,0,1,2,0,0,0,1,1,1,0,2,0,0,2,0,1,0,2,1,1,1,1,0,0.187368798,0,0
7.60E+21,0,1,0,1,1,1,1,1,0,0,1,1,1,2,0,0,2,0,1,4,1,2,3,0,1,4,2,0,1,1,2,1,0.848294372,1,0
7.60E+21,2,4,1,5,0,5,3,2,2,3,3,1,1,0,3,4,0,4,7,11,15,10,10,7,6,8,6,6,4,5,8,4,3.544285714,4,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.010205133,0,0
7.60E+21,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,4,1,0,0,1,1,0.49208527,0,1
7.60E+21,3,3,2,5,3,2,3,2,3,0,2,1,1,4,3,1,0,1,2,9,9,1,6,1,4,3,1,3,7,6,3,3,2.657142857,3,0
7.60E+21,0,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,2,1,0,0,1,1,2,1,1,2,0,0,0,0,0,0.120618373,0,0
7.60E+21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,4,0,6,1,2,0,0,0.489907915,0,0
7.60E+21,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,1,1,0,1,3,0,0,2,2,2,0,1,0,0.382561967,0,0
7.60E+21,2,0,0,0,1,0,2,3,0,0,1,1,0,0,2,1,1,4,0,0,1,2,3,0,1,2,2,3,0,2,1,0,0.384780979,0,0
7.60E+21,2,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,3,3,2,0,1,1,1,0,2,2,0,3,0,0,0.656351358,1,-1
7.60E+21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.070737694,0,0
7.60E+21,2,0,2,0,0,1,0,2,2,2,0,0,1,0,3,2,2,0,5,0,1,4,3,2,3,2,1,0,4,2,1,0,0.35991342,0,0
7.60E+21,2,0,1,1,2,1,1,1,0,3,3,3,3,1,7,3,6,5,3,3,1,3,4,2,4,0,4,2,2,2,1,0,0.610714286,1,-1
7.60E+21,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,3,0,3,3,1,2,0,1,1,0.348389174,0,1
7.60E+21,1,0,1,1,1,0,0,0,1,1,0,0,0,2,1,0,1,0,1,2,0,0,0,0,4,0,1,0,1,1,1,0,0.221619922,0,0
7.60E+21,0,0,0,0,0,2,0,0,4,1,0,1,1,0,3,4,1,2,5,1,2,2,2,4,2,1,3,2,0,4,5,0,1.008477411,1,-1
7.60E+21,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,1,2,4,0,1,1,0,1,0.82020286,1,0
7.60E+21,1,1,0,0,2,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.805262799,1,0
7.60E+21,2,1,2,3,1,2,1,1,1,3,1,3,4,2,1,2,0,1,2,5,5,5,4,4,2,6,3,6,6,4,8,1,1.385714286,1,0
7.60E+21,0,1,1,1,0,0,0,1,1,0,0,2,2,0,1,2,1,1,2,0,4,1,1,1,2,0,1,0,2,0,3,1,0.855509947,1,0
7.60E+21,3,5,4,1,6,3,4,2,2,7,3,4,3,2,6,3,4,10,7,3,7,4,9,4,10,3,4,6,3,6,7,5,4.387142857,4,1
7.60E+21,2,2,2,2,1,1,2,2,2,1,2,4,2,9,1,1,4,6,1,1,4,1,3,2,2,2,1,3,2,0,1,2,1.732821712,2,0
7.60E+21,2,7,4,6,6,5,8,7,1,5,3,8,6,9,6,4,8,4,4,6,5,3,4,4,3,0,4,4,4,6,5,7,5.782857143,6,1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.027790554,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01792372,0,0
7.60E+21,0,0,0,2,0,0,1,0,0,0,1,3,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0.450476594,0,0
7.60E+21,2,1,3,3,2,5,2,5,3,2,3,5,2,4,7,3,5,0,9,4,5,3,5,7,3,4,5,2,5,1,2,1,1.407142857,1,0
7.60E+21,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,3,1,3,0,3,0,2,1,0,2,0,0.432165939,0,0
7.60E+21,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0.13422504,0,0
7.60E+21,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,2,1,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0.125170002,0,0
7.60E+21,2,1,1,2,0,1,3,1,3,2,2,1,1,0,2,1,3,1,1,1,5,6,3,2,3,6,6,3,4,1,2,1,1.243401629,1,0
7.60E+21,1,0,0,0,1,4,3,2,0,1,1,0,1,1,4,1,6,3,2,2,1,1,1,3,8,5,3,4,3,5,4,0,0.544285714,1,-1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.051689029,0,0
7.60E+21,2,1,2,0,1,0,0,0,2,0,2,0,0,0,0,1,1,1,1,1,1,3,4,0,4,3,3,1,0,2,1,1,0.953093283,1,0
7.60E+21,1,3,2,0,0,0,3,1,0,1,2,0,0,0,0,0,0,3,1,2,0,2,0,1,2,1,6,1,4,3,4,3,0.805460317,1,2
7.60E+21,9,4,8,6,10,10,6,5,7,4,9,7,8,12,9,9,12,6,13,14,12,18,14,11,13,10,11,11,6,12,4,4,4.765714286,5,-1
7.60E+21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,0,3,0,1,1,0,1,0,0,0,1,0,0.097221994,0,0
7.60E+21,0,1,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,2,0,0,0,3,0,1,1,0.732181392,1,0
7.60E+21,0,2,1,4,1,1,1,2,1,0,0,3,0,0,1,0,1,0,1,0,1,1,1,2,3,5,0,3,0,2,2,2,1.691428571,2,0
7.60E+21,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,1,1,0,1,1,4,3,2,1,2,1,0,0.134312994,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.09517923,0,0
7.60E+21,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,5,4,4,6,5,3,0,0.350903424,0,0
7.60E+21,0,0,0,0,3,1,0,1,0,0,3,1,0,0,0,0,1,1,0,1,1,1,4,4,1,1,3,2,1,1,2,0,0.31171676,0,0
7.60E+21,0,1,0,0,0,1,0,0,0,0,2,3,1,0,3,0,0,0,0,1,1,1,1,1,2,1,2,1,0,3,0,1,0.831284965,1,0
7.60E+21,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,2,2,0,0.39848505,0,0
7.60E+21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,3,0,2,0,0,1,0,0.084430323,0,0
7.60E+21,0,1,0,1,0,3,0,1,0,2,1,0,0,1,1,2,1,3,4,2,1,3,2,0,2,4,3,1,1,1,1,1,0.857726891,1,0
7.60E+21,0,0,0,3,0,0,0,0,0,2,1,0,1,1,0,1,1,1,2,1,2,1,1,2,3,2,1,1,1,2,2,0,0.158538605,0,0
7.60E+21,0,0,0,0,1,1,0,0,0,1,2,0,1,3,0,1,1,3,6,6,0,1,0,0,5,1,2,4,1,1,1,0,0.277226891,0,0
7.60E+21,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1,3,0,1,0,1,1,2,1,0,1,3,2,2,0,0.131348388,0,0
7.60E+21,0,1,1,3,1,2,0,2,2,0,0,0,0,0,1,0,0,0,1,0,4,0,2,0,0,2,0,1,1,2,4,1,0.946963535,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0.085521208,0,0
7.60E+21,3,0,1,0,0,1,2,0,0,1,0,1,1,0,1,2,0,2,4,1,0,2,4,3,2,4,6,3,4,2,3,0,0.318033478,0,0
7.60E+21,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,1,2,1,3,0,4,2,4,0,0,1,1,1,0,0.176480974,0,0
7.60E+21,4,3,7,8,5,5,9,5,6,8,5,4,4,5,6,8,2,6,10,8,5,9,9,7,6,5,12,8,4,10,9,3,3.985714286,4,-1
7.60E+21,1,1,1,1,2,0,1,1,2,2,1,2,0,1,1,2,1,2,2,2,1,3,2,2,0,2,2,0,2,3,1,1,0.925558391,1,0
7.60E+21,3,2,2,3,2,3,3,2,1,3,0,6,3,1,3,4,3,3,2,5,5,0,12,2,13,5,7,3,8,8,3,2,1.957142857,2,0
7.60E+21,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0.089060781,0,0
7.60E+21,5,3,2,3,4,5,7,2,1,7,2,3,7,8,4,6,7,7,4,8,2,5,4,8,10,7,7,5,6,3,5,3,2.985714286,3,0
7.60E+21,0,0,0,2,2,2,0,0,2,1,2,1,2,0,1,1,0,2,2,1,1,2,2,0,0,0,4,2,4,2,3,0,0.877522833,1,-1
7.60E+21,4,12,13,12,12,8,16,14,14,12,11,17,14,13,9,11,14,10,14,23,21,18,19,15,27,14,21,14,22,17,20,12,11.81285714,12,0
7.60E+21,1,0,0,0,0,1,0,1,2,0,1,2,0,0,0,0,0,2,2,2,2,2,6,3,2,0,2,3,3,1,3,0,0.384286963,0,0
7.60E+21,1,1,2,0,1,1,0,1,0,4,1,0,0,3,2,1,1,2,0,2,0,2,4,0,2,2,0,2,0,0,0,1,0.90581263,1,0
7.60E+21,0,1,1,0,1,2,0,0,1,0,0,0,1,0,0,0,4,0,0,3,2,0,1,0,1,1,1,0,0,3,1,1,0.862631959,1,0
7.60E+21,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0,1,0,0.093260555,0,0
7.60E+21,0,0,0,0,0,0,0,1,0,0,2,1,3,1,0,2,0,1,0,2,1,0,1,1,1,1,2,3,0,1,4,0,0.18707349,0,0
7.60E+21,0,0,0,1,2,1,0,0,0,3,1,0,1,0,1,0,2,3,2,3,3,1,1,0,5,0,0,0,2,2,1,0,0.23,0,0
7.60E+21,3,1,1,2,0,1,0,1,1,2,1,4,0,1,1,3,3,3,3,4,1,1,2,8,6,5,2,3,4,3,3,1,1.150570175,1,0
7.60E+21,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,1,1,1,4,2,4,1,0,0,2,1,0.814411144,1,0
7.60E+21,1,2,1,1,3,0,1,2,2,1,1,1,0,0,0,2,0,1,1,0,3,2,1,1,1,1,0,0,2,1,0,2,1.52212104,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0.064135671,0,0
7.60E+21,4,1,2,2,4,2,5,5,4,4,4,3,3,6,1,5,5,8,4,7,5,7,2,7,3,3,5,6,8,3,6,1,1.71,2,-1
7.60E+21,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,1,0,1,0,0,0,2,1,0,1,0,0.197716569,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0.034459016,0,0
7.60E+21,2,2,3,4,4,3,3,3,3,3,6,0,7,5,4,3,7,3,5,9,7,5,4,11,8,8,6,6,14,9,8,2,2.482857143,2,0
7.60E+21,0,2,1,1,0,1,0,1,0,1,0,0,2,0,1,1,0,1,0,2,3,2,1,1,1,1,4,0,0,2,0,2,1.429523352,1,1
7.60E+21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,2,3,0,5,3,1,0.78065472,1,0
7.60E+21,0,0,0,0,0,1,1,2,3,2,1,0,0,3,1,1,1,1,0,1,1,2,2,3,3,1,1,0,1,2,1,0,0.328073106,0,0
7.60E+21,0,0,0,0,0,3,0,0,0,2,1,1,1,0,1,0,2,1,1,0,0,2,0,2,0,1,1,1,0,2,0,0,0.167283352,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0.051302589,0,0
7.60E+21,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,4,1,0,0,2,1.417570896,1,1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,3,0,0,0,2,1,1,0,1,1,2,0,0,0.093215309,0,0
7.60E+21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.093633509,0,0
7.60E+21,1,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,1,2,2,1,3,1,0,0,0.547519072,1,-1
7.60E+21,3,1,0,4,1,4,2,2,0,4,0,2,1,1,3,0,2,2,1,1,2,0,2,1,5,2,3,1,5,2,0,1,1.082244898,1,0
7.60E+21,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0.149182184,0,0
7.60E+21,4,4,6,4,3,3,1,0,1,2,5,3,4,2,5,6,5,3,1,4,4,2,3,3,4,3,7,4,1,4,3,4,3.314285714,3,1
7.60E+21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0.058126031,0,0
7.60E+21,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,1,1,1,2,0,1,0,0,0.386498073,0,0
7.60E+21,0,1,0,2,2,0,1,0,0,0,0,1,1,2,0,1,2,1,1,0,1,5,1,1,1,2,0,4,3,0,2,1,0.918956349,1,0
7.60E+21,2,0,6,4,3,5,5,1,4,2,6,3,9,9,8,6,11,5,9,9,9,10,14,5,10,13,13,10,9,7,6,0,1.415714286,1,-1
7.60E+21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0.534375495,1,0
7.60E+21,0,0,0,1,0,2,2,0,2,1,2,0,2,1,1,1,1,1,1,1,1,0,1,2,2,1,1,0,1,1,0,0,0.287410949,0,0
7.60E+21,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,2,0,1,0,0,2,1,0,1,0,0,2,0,0,0.139715519,0,0
7.60E+21,2,0,0,0,0,0,0,3,1,0,3,0,0,0,1,2,0,1,1,2,0,1,2,2,0,1,3,4,3,4,3,0,0.433380952,0,0
7.60E+21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,2,3,1,2,0,1,0,0,0,1,0,0,1,2,0,0,0.152593969,0,0
7.60E+21,0,0,1,0,0,1,1,1,0,0,2,0,1,1,0,1,1,0,0,2,1,3,1,1,0,2,0,2,2,3,0,0,0.282601036,0,0
7.60E+21,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0.129975739,0,0
7.60E+21,1,2,2,0,0,0,1,0,1,1,2,0,0,1,1,1,1,1,2,1,1,2,0,1,1,1,3,1,3,3,2,2,1.578009144,2,0
7.60E+21,1,0,0,1,3,1,3,1,0,0,0,2,1,1,1,0,3,2,2,1,1,0,1,0,1,1,3,5,2,3,2,0,0.278419048,0,0
7.60E+21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.580275005,1,0
7.60E+21,1,1,2,0,2,0,0,2,2,1,0,5,0,2,1,2,2,0,3,2,1,0,0,1,3,0,1,4,3,1,2,1,1.012040816,1,0
7.60E+21,1,4,1,0,2,7,0,2,1,0,1,0,3,3,2,1,1,4,4,7,1,4,0,6,6,4,6,3,5,4,1,4,3.24,3,1
7.60E+21,1,0,2,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0.135857922,0,0
7.60E+21,1,0,0,1,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,2,3,1,1,1,0,0,0.152119012,0,0
7.60E+21,0,0,0,1,0,0,1,2,0,0,0,0,1,1,1,1,2,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0.127038302,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,4,0,2,0,1,1,0,0.133089522,0,0
7.60E+21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0.028621251,0,0
7.60E+21,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.297232836,0,0
7.60E+21,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0.092550413,0,0
7.60E+21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0.335745508,0,0
7.60E+21,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,2,0,2,0,1,1,3,1,2,1,1,1,1,2,0,0.138395153,0,0
7.60E+21,0,0,1,0,0,2,0,0,1,2,0,0,1,0,0,1,0,1,1,1,1,0,0,2,5,0,0,2,0,4,1,0,0.688233831,1,-1
7.60E+21,0,0,0,2,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,1,1,2,0,0,1,0,0,0,0.129350194,0,0
7.60E+21,1,0,1,1,0,0,3,1,1,1,0,2,0,3,2,2,1,3,1,2,6,3,1,1,2,1,3,2,3,0,0,0,0.343878264,0,0
7.60E+21,3,5,5,5,5,7,4,8,7,6,3,8,7,4,2,3,5,4,1,2,1,7,4,6,2,3,4,2,3,8,6,5,4.924285714,5,0
