manzanac,,,pred2031,pred2031_dec,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,,1,1.11,1,2,2,2,2,2,2,2,3,3,3,3,2,2,5,3,3,6,1,1,2,1,1,4,2,1,4,3,4
7.60E+21,,,0,0.067843779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.415322284,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
7.60E+21,,,1,0.841193219,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,0,2,1,3,2,3,1,4,2,2,2,4,0
7.60E+21,,,1,0.929472549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,2,2,1,3,3,4,2,1,2,2,6,2
7.60E+21,,,0,0.259452455,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1
7.60E+21,,,1,0.597616237,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,2,0,1,1
7.60E+21,,,1,0.830734056,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,0,2,0,1,2,1,1,4,2,3,3,1,2,2
7.60E+21,,,1,0.505440862,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,0,2,1,0,0,0,1,3,0,1,0,0,1,1
7.60E+21,,,1,0.786896651,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,4,0,1,3,2,1,3,2,1,2,0,2,2
7.60E+21,,,1,0.626720823,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,5,0,0,0,0,1,1,0,2,0,0,0
7.60E+21,,,1,0.667005214,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,1,1,1,1,1,2,1,1
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,2,1.512458949,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,6,0,2,0,3,1,4,1,2,1,0,3,9
7.60E+21,,,0,0.18037962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7.60E+21,,,0,0.005139119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.60E+21,,,1,1.050953268,1,1,1,1,2,2,2,2,2,2,2,3,3,3,5,4,1,5,3,2,4,4,1,1,3,2,2,2,1
7.60E+21,,,0,0.1206102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,1
7.60E+21,,,0,0.140251534,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
7.60E+21,,,1,0.597591244,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,0,1,1,0,1,0,1,2,1,0,1
7.60E+21,,,0,0.005540093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7.60E+21,,,1,0.782812642,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,2,2,3,1,4,2,2,0,2,0,1,2,2
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.645626843,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,2,0,2,0,2,0,0,1,1,0,1,0,3,1
7.60E+21,,,0,0.251132507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0
7.60E+21,,,1,1.01888386,1,1,1,1,1,1,1,1,1,2,1,1,1,4,0,2,0,1,1,0,1,1,2,2,2,0,2,4,2
7.60E+21,,,0,0.423182154,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,0,0,0,1,2,0,1,0,1,0,1,1
7.60E+21,,,0,0.071611781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.60E+21,,,0,0.107731436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
7.60E+21,,,1,0.525991366,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,0,1,3,0,0,3,0,3,0,1,1
7.60E+21,,,1,0.730390598,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,0,0,1,2,0,0,0,2,0,1,3,2
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,5,4.722857143,5,5,5,5,5,5,5,5,5,5,5,5,6,9,6,5,9,7,5,5,4,2,9,6,9,8,3,8,5
7.60E+21,,,0,0.087279623,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0
7.60E+21,,,0,0.046687204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
7.60E+21,,,1,0.618439725,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,2,1,0
7.60E+21,,,2,1.93985803,2,2,2,2,2,2,2,1,2,1,2,2,2,0,1,1,1,1,2,3,3,5,7,2,7,6,3,8,5
7.60E+21,,,0,0.150022478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
7.60E+21,,,0,0.381599732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2,2,1
7.60E+21,,,1,1.412919255,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,4,1,3,2,2,0,1,5,4,5,3,4,3
7.60E+21,,,1,0.78058295,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,3,2,1,0,3,0,0,3,0,0
7.60E+21,,,0,0.028625797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
7.60E+21,,,0,0.074633932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.84183961,1,1,1,1,1,2,2,1,1,1,2,1,1,2,3,0,0,1,0,3,1,0,0,3,2,0,4,1,1
7.60E+21,,,0,0.217728117,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0
7.60E+21,,,2,2.217142857,2,2,3,2,3,3,3,3,3,3,4,4,4,5,9,4,4,4,7,2,5,2,4,6,3,0,5,5,10
7.60E+21,,,0,0.436430692,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,2,1,0,0,1,3,2,0
7.60E+21,,,0,0.020654199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
7.60E+21,,,0,0.003260768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.004134979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,0,0.086356787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2
7.60E+21,,,1,1.405510204,2,1,2,2,2,2,2,2,2,2,2,3,3,1,4,2,3,2,1,5,5,3,7,0,1,2,2,3,4
7.60E+21,,,1,0.520921349,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,3,0,1,0,0
7.60E+21,,,0,0.004134979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,1,0.652134533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,4,3,1,1,1,3,1,1,1
7.60E+21,,,1,0.683945503,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,4,0,1,1,2,0,1,1,2
7.60E+21,,,1,0.677503733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,1,2,1,1,0,1,2,2
7.60E+21,,,1,0.807563121,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,1,0,0,1,0,0,1,0,4,1,0
7.60E+21,,,0,0.054738498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7.60E+21,,,0,0.451488188,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,1,1,3
7.60E+21,,,0,0.020775145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
7.60E+21,,,0,0.024513537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.557719327,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,3,2,1,0,1,0,0,0,2,2,0,0,1
7.60E+21,,,0,0.340767779,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,1
7.60E+21,,,1,1.380419255,1,1,1,1,1,2,1,1,1,2,2,2,2,0,3,5,3,2,3,4,4,3,4,3,4,6,3,2,3
7.60E+21,,,1,0.920935331,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,0,0,0,0,1,2,0,4,0,0,0,0
7.60E+21,,,1,0.644445082,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,2,1,0,2,2,1,2,2,2,2,2
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.513810347,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1
7.60E+21,,,0,0.138019122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7.60E+21,,,1,0.720009056,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,1,1,1,3,0,2,1,0,1,4,1,1
7.60E+21,,,0,0.003962527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7.60E+21,,,0,0.015282751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.66678636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,2,1,5,5,0,1,1,1,0,1,3,1
7.60E+21,,,0,0.499830565,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
7.60E+21,,,1,0.830951642,1,1,1,1,1,2,2,1,1,1,2,2,2,2,3,2,1,2,3,5,2,2,1,2,1,1,4,3,2
7.60E+21,,,0,0.089918721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.60E+21,,,0,0.12364728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0
7.60E+21,,,1,0.525853305,1,1,1,1,1,1,0,1,1,0,1,1,1,0,3,0,0,1,0,0,0,0,2,0,0,1,1,1,2
7.60E+21,,,1,0.508761014,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,2,2,0,1,1,0,0
7.60E+21,,,1,0.572003382,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,3,0,0,1,0,0,1,2,1,1,3,1
7.60E+21,,,0,0.259707269,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,3,0,0
7.60E+21,,,1,0.541533505,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,2
7.60E+21,,,4,3.848571429,4,4,4,4,4,5,4,5,5,5,5,5,5,6,5,11,7,2,8,6,10,5,8,5,8,7,4,4,9
7.60E+21,,,6,5.611428571,7,6,7,6,7,7,8,7,8,8,8,9,9,7,17,14,12,15,8,15,9,14,15,7,4,8,8,10,9
7.60E+21,,,0,0.362799594,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0
7.60E+21,,,0,0.152449292,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,1,1,0
7.60E+21,,,1,0.956007326,1,1,1,1,1,1,2,2,2,2,2,2,2,1,5,2,0,3,3,2,5,7,3,2,2,2,1,1,3
7.60E+21,,,0,0.005518615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.174931253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,2
7.60E+21,,,2,1.760408163,2,2,2,2,2,2,2,2,2,2,3,3,4,1,2,6,3,4,6,3,5,8,2,6,4,2,5,3,2
7.60E+21,,,1,0.804837032,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,0,2,1,1,2,3,2,0,0,2,2,3
7.60E+21,,,0,0.324295215,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,3,1,2,0,0,3,0,1,0
7.60E+21,,,0,0.073469518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
7.60E+21,,,0,0.005518615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.151183034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
7.60E+21,,,0,0.00231272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.50549296,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,0,1,1,0,2,0,0,1,0,0,0
7.60E+21,,,1,0.754020764,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,5,2,4,0,3,0,2,1,1,2,1,2,0
7.60E+21,,,1,0.723856983,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,3,1,1,2,2,1,0,1,3
7.60E+21,,,5,5.291428571,6,6,6,7,7,6,7,6,7,9,9,10,11,12,11,19,11,14,11,12,16,15,6,10,6,7,5,4,4
7.60E+21,,,4,4.337142857,5,5,5,5,5,5,5,5,5,5,6,7,6,6,10,8,8,9,11,9,6,5,10,11,5,4,6,3,4
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.424771124,0,0,0,1,1,1,1,1,0,0,1,1,1,2,1,0,0,0,1,1,1,0,0,0,0,2,1,1,0
7.60E+21,,,2,1.586938776,2,2,1,1,2,2,2,2,2,2,2,3,3,5,5,1,7,3,0,5,5,4,4,2,1,3,3,2,2
7.60E+21,,,1,0.849170224,1,1,1,1,1,1,1,2,2,2,2,2,2,3,0,3,4,1,2,2,2,3,3,3,3,2,2,2,2
7.60E+21,,,3,2.684285714,3,3,3,3,3,4,4,4,4,5,6,5,6,10,8,5,6,5,5,4,7,7,3,6,6,5,5,1,7
7.60E+21,,,0,0.004709105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,3,2.634285714,3,3,3,4,4,4,4,4,4,5,5,5,5,9,8,0,7,4,5,9,7,5,4,5,5,6,4,7,3
7.60E+21,,,1,0.89105512,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,0,1,2,0,4,4,1,0,2,1,4,2,3,3
7.60E+21,,,0,0.128023646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,1,1,1,1
7.60E+21,,,0,0.002042496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.665288189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,3,1,1,0,1,1,1,2,2
7.60E+21,,,0,0.034376928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7.60E+21,,,1,0.644644957,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,0,2,0,3,2,1,1,0,0
7.60E+21,,,1,0.580287648,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,0,1,0,2,0,0,1,1,0,1,1,2
7.60E+21,,,1,0.981331169,1,1,1,2,1,1,2,2,2,2,3,2,2,5,1,2,7,6,1,2,2,1,1,4,2,2,3,0,1
7.60E+21,,,0,0.235706564,0,0,0,0,1,1,0,1,0,1,0,0,1,2,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1
7.60E+21,,,0,0.164951143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2
7.60E+21,,,0,0.2140817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,1
7.60E+21,,,4,4.418571429,4,4,5,5,5,5,5,5,5,5,5,5,5,5,7,10,4,9,7,6,8,11,8,11,5,7,9,6,8
7.60E+21,,,1,0.790401492,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,0,1,4,1,1,0,0,1,1,3,2,2
7.60E+21,,,1,0.636699641,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,2,1,0,2,1,4,1,1
7.60E+21,,,1,0.832165648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,0,0,0,1,0,0,2,1,3,1,3
7.60E+21,,,0,0.165203091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,0,0,2,0
7.60E+21,,,0,0.082185193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
7.60E+21,,,1,0.585057226,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,1,2,1,1,0,2,1,1,0,0,1,1,1
7.60E+21,,,1,0.894666441,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,0,3,0,0,0,0,1,2,3,2,2
7.60E+21,,,1,0.654725689,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,3,2,2,0,2,3,1,1
7.60E+21,,,0,0.276606955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,2,1
7.60E+21,,,0,0.37879674,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,2,0,0,1,1,0,2,1,0,0,1,0,1
7.60E+21,,,1,1.37122449,1,1,1,2,2,2,2,2,2,2,3,2,3,5,3,3,4,3,4,8,5,3,3,4,2,0,2,1,1
7.60E+21,,,1,0.547092984,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,0,1,0,1,1,0,1,1,0,1,2,0,1,3
7.60E+21,,,0,0.089755328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
7.60E+21,,,0,0.219337198,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,1,0,1,1,0,0
7.60E+21,,,0,0.166464181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,1
7.60E+21,,,1,1.488571429,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,4,4,3,5,6,2,4,4,1,3,4,0,3,5
7.60E+21,,,0,0.106594657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
7.60E+21,,,0,0.056206124,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
7.60E+21,,,1,0.60680713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,1,0,2,0
7.60E+21,,,2,1.833214286,2,2,2,1,2,1,2,2,2,2,2,2,2,3,4,1,5,4,3,2,3,7,7,3,7,4,5,1,8
7.60E+21,,,1,0.623929364,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2,1,1,1,0,0,0,0,1,1,1,2
7.60E+21,,,0,0.14401499,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
7.60E+21,,,1,0.793966481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,0,0,0,1,0,2,1,4
7.60E+21,,,1,0.749055877,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1,0,1,1,1,0,2,2,0,0
7.60E+21,,,0,0.049525399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7.60E+21,,,1,0.677884317,1,0,1,1,1,1,1,1,0,1,0,1,1,2,1,0,2,0,2,0,0,0,0,1,1,1,1,1,3
7.60E+21,,,0,0.082386038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7.60E+21,,,1,0.634258014,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,0,0,3,1,1,2,2,2,1,1
7.60E+21,,,0,0.433877274,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0
7.60E+21,,,0,0.002042496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,1,0.761714999,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,0,1,3,1,3,3,0,2,1,2,1,2,1,1
7.60E+21,,,0,0.369479864,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,2,1,0,1
7.60E+21,,,0,0.20247068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
7.60E+21,,,0,0.173482449,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,0,0.005139119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.60E+21,,,0,0.005591396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,,0,0.095451151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1
7.60E+21,,,1,0.534800845,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,0,0
7.60E+21,,,0,0.086603183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1
7.60E+21,,,0,0.321627758,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,2,1,1,0,2,0,1,0,0,1,1,0
7.60E+21,,,0,0.362670026,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
7.60E+21,,,0,0.474296809,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,1,0,1,1,0,0,2,2,0,1,1
7.60E+21,,,0,0.007541871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.60E+21,,,2,2.08,2,2,2,2,2,2,3,3,3,3,3,4,4,2,7,9,7,4,6,10,6,7,3,6,2,1,5,6,5
7.60E+21,,,1,0.821737254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,3,0,2,3,2,1,3
7.60E+21,,,1,0.651005438,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,0,1,4,2,1,0,3,2,2,1
7.60E+21,,,2,1.934347826,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,5,3,3,2,2,5,9,11,4,5,6,3,9
7.60E+21,,,0,0.215417244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7.60E+21,,,0,0.095116574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1
7.60E+21,,,0,0.370492195,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,1,1
7.60E+21,,,0,0.039126828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7.60E+21,,,1,0.773852088,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,3,3,3,1,1,2,3,2,2,4
7.60E+21,,,0,0.119756898,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1
7.60E+21,,,1,0.638405844,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,2,0,1,0,0,1,1,0,0,0,2,2,0
7.60E+21,,,1,0.927977484,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,0,3,2,3,0,0,5,0,1,3,2,3,3
7.60E+21,,,1,0.587775116,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,2,0,1,1,0,0,1,0,2,1,2,0,0
7.60E+21,,,1,0.67143166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,2,2,2,0,2,4
